amc1200,Texas Instruments,AMC1200,part_family,Y
amc1200,Texas Instruments,AMC1200,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200,min_op_temp,-40
amc1200,Texas Instruments,AMC1200,max_op_temp,105
amc1200,Texas Instruments,AMC1200B,part_family,Y
amc1200,Texas Instruments,AMC1200B,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200B,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200B,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200B,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200B,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200B,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200B,min_op_temp,-40
amc1200,Texas Instruments,AMC1200B,max_op_temp,105
amc1200,Texas Instruments,AMC1200BDUB,part_family,N
amc1200,Texas Instruments,AMC1200BDUB,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200BDUB,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200BDUB,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200BDUB,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200BDUB,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200BDUB,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200BDUB,min_op_temp,-40
amc1200,Texas Instruments,AMC1200BDUB,max_op_temp,105
amc1200,Texas Instruments,AMC1200BDUBR,part_family,N
amc1200,Texas Instruments,AMC1200BDUBR,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200BDUBR,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200BDUBR,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200BDUBR,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200BDUBR,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200BDUBR,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200BDUBR,min_op_temp,-40
amc1200,Texas Instruments,AMC1200BDUBR,max_op_temp,105
amc1200,Texas Instruments,AMC1200BDWV,part_family,N
amc1200,Texas Instruments,AMC1200BDWV,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200BDWV,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200BDWV,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200BDWV,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200BDWV,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200BDWV,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200BDWV,min_op_temp,-40
amc1200,Texas Instruments,AMC1200BDWV,max_op_temp,105
amc1200,Texas Instruments,AMC1200BDWVR,part_family,N
amc1200,Texas Instruments,AMC1200BDWVR,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200BDWVR,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200BDWVR,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200BDWVR,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200BDWVR,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200BDWVR,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200BDWVR,min_op_temp,-40
amc1200,Texas Instruments,AMC1200BDWVR,max_op_temp,105
amc1200,Texas Instruments,AMC1200SDUB,part_family,N
amc1200,Texas Instruments,AMC1200SDUB,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200SDUB,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200SDUB,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200SDUB,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200SDUB,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200SDUB,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200SDUB,min_op_temp,-40
amc1200,Texas Instruments,AMC1200SDUB,max_op_temp,105
amc1200,Texas Instruments,AMC1200SDUBR,part_family,N
amc1200,Texas Instruments,AMC1200SDUBR,typ_supply_current,5.4 mA
amc1200,Texas Instruments,AMC1200SDUBR,typ_supply_current,3.8 mA
amc1200,Texas Instruments,AMC1200SDUBR,typ_supply_current,4.4 mA
amc1200,Texas Instruments,AMC1200SDUBR,min_op_supply_volt,2.7 V
amc1200,Texas Instruments,AMC1200SDUBR,min_op_supply_volt,4.5 V
amc1200,Texas Instruments,AMC1200SDUBR,max_op_supply_volt,5.5 V
amc1200,Texas Instruments,AMC1200SDUBR,min_op_temp,-40
amc1200,Texas Instruments,AMC1200SDUBR,max_op_temp,105
amc1200-q1,Texas Instruments,AMC1200-Q1,part_family,Y
amc1200-q1,Texas Instruments,AMC1200-Q1,typ_supply_current,5.4 mA
amc1200-q1,Texas Instruments,AMC1200-Q1,typ_supply_current,3.8 mA
amc1200-q1,Texas Instruments,AMC1200-Q1,typ_supply_current,4.4 mA
amc1200-q1,Texas Instruments,AMC1200-Q1,min_op_supply_volt,2.7 V
amc1200-q1,Texas Instruments,AMC1200-Q1,min_op_supply_volt,4.5 V
amc1200-q1,Texas Instruments,AMC1200-Q1,max_op_supply_volt,5.5 V
amc1200-q1,Texas Instruments,AMC1200-Q1,min_op_temp,-40
amc1200-q1,Texas Instruments,AMC1200-Q1,max_op_temp,105
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,part_family,N
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,typ_supply_current,5.4 mA
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,typ_supply_current,3.8 mA
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,typ_supply_current,4.4 mA
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,min_op_supply_volt,2.7 V
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,min_op_supply_volt,4.5 V
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,max_op_supply_volt,5.5 V
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,min_op_temp,-40
amc1200-q1,Texas Instruments,AMC1200STDUBRQ1,max_op_temp,105
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,part_family,N
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,typ_supply_current,5.4 mA
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,typ_supply_current,3.8 mA
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,typ_supply_current,4.4 mA
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,min_op_supply_volt,2.7 V
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,min_op_supply_volt,4.5 V
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,max_op_supply_volt,5.5 V
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,min_op_temp,-40
amc1200-q1,Texas Instruments,AMC1200TDWVRQ1,max_op_temp,105
en.cd00000492,STMicroelectronics,TL082,part_family,Y
en.cd00000492,STMicroelectronics,TL082,typ_gbp,4.0 MHz
en.cd00000492,STMicroelectronics,TL082,typ_supply_current,1.4 mA
en.cd00000492,STMicroelectronics,TL082,min_op_supply_volt,6 V
en.cd00000492,STMicroelectronics,TL082,max_op_supply_volt,36 V
en.cd00000492,STMicroelectronics,TL082A,part_family,Y
en.cd00000492,STMicroelectronics,TL082A,typ_gbp,4.0 MHz
en.cd00000492,STMicroelectronics,TL082A,typ_supply_current,1.4 mA
en.cd00000492,STMicroelectronics,TL082A,min_op_supply_volt,6 V
en.cd00000492,STMicroelectronics,TL082A,max_op_supply_volt,36 V
en.cd00000492,STMicroelectronics,TL082B,part_family,Y
