ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,polarity,PNP,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,c_current_max,500 mA,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,ce_v_max,300 V,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,dc_gain_min,25,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,min_op_temp,-55 C,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,max_op_temp,150 C,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,c_current_cutoff_max,250 nA,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,pwr_max,300 mW,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,freq_transition,50 MHz,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,implied_ce_v_max,10 V,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,implied_supply_current,30 mA,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,implied_supply_current,20 mA,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,implied_base_current,2 mA,ffe00114_0.csv
ONSemiconductor_MMBTA92LT1G,ON Semiconductor,MMBTA92LT1G,vce_sat_max,500 mV,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,polarity,PNP,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,c_current_max,200 mA,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,ce_v_max,400 V,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,dc_gain_min,100,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,min_op_temp,-65 C,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,max_op_temp,150 C,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,c_current_cutoff_max,100 nA,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,pwr_max,1 W,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,freq_transition,50 MHz,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,implied_ce_v_max,10 V,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,implied_supply_current,50 mA,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,implied_base_current,6 mA,ffe00114_0.csv
DiodesIncorporated_FCX558TA,Diodes Incorporated,FCX558TA,vce_sat_max,500 mV,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,polarity,NPN,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,c_current_max,2 A,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,ce_v_max,45 V,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,dc_gain_min,400,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,min_op_temp,-55 C,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,max_op_temp,150 C,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,c_current_cutoff_max,100 nA,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,pwr_max,2 W,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,freq_transition,150 MHz,ffe00114_0.csv
DiodesIncorporated_FCX690BTA,Diodes Incorporated,FCX690BTA,implied_ce_v_max,2 V,ffe00114_0.csv
